a blacksmith shop	ᎦᏅᏆᎶᏍᎩᎢ	[ganv:gwa:lò:sgi̋:ʔi]  (single noun) /ced/
performing a baptism	ᏧᏓᏬᏍᏗ	[ju:da:wò:sdi]  (he is) (3rd/deverbal) /ced/
perhaps	ᎠᏎᏛ	[a:sé:dv́] (adj/adv) /ced/
period of one year	ᏑᏕᏘᏴᏓ	[su:de:tiyv̋:da]  (single noun) /ced/
permitting him	ᎠᎵᏍᎪᎸᏓᏁᎭ	[àlsgohldâ:neha]  (he is) (3rd/present continuous) /ced/
permitting him	ᏥᏯᎵᏍᎪᎸᏓᏁᎭ	[ji:yalì:sgohldâ:neha]  (he is) (1st/present continuous) /ced/
permitting him	ᎤᎵᏍᎪᎸᏓᏁᎸᎢ	[ùlsgohldâ:ne:lv̌:ʔi]  (he is) (3rd/remote past) /ced/
permitting him	ᎠᎵᏍᎪᎸᏓᏁᎰᎢ	[àlsgohldâ:ne:hó:ʔi]  (he is) (3rd/habitual) /ced/
permitting him	ᎯᏯᎵᏍᎪᎸᏓᏏ	[hi:yalì:sgohldà:si]  (he is) (2nd/immediate) /ced/
permitting him	ᎤᎵᏍᎪᎸᏓᏁᏗ	[ulsgohldà:néhdi]  (he is) (3rd/deverbal) /ced/
persimmon	ᏌᎵ	[sali]  (single noun) /ced/
person	ᎠᏂᏴᏫ	[ani:yv:wi]  (plural noun) /ced/
person	ᎠᏴᏫ	[ayv:wi]  (single noun) /ced/
person	ᏴᏫ	[yv:wi]  (single noun) /ced/
person who makes it fly	ᎠᏝᏫᏘᏗᏍᎩ	[ahlawi:tdi̋:sgi]  (single noun) /ced/
person who makes it fly	ᎠᎾᏝᏫᏘᏗᏍᎩ	[anahlawi:tdi̋:sgi]  (plural noun) /ced/
phonograph record	ᎠᏠᏗ	[áhlohdi]  (single noun) /ced/
phonograph record	ᏗᏠᏗ	[dǐ:hlohdi]  (plural noun) /ced/
photograph	ᏗᏓᏟᎶᏍᏔᏅᎢ	[di:da:hli:lò:stanv̋:ʔi]  (single noun) /ced/
photographer	ᏗᏓᏟᎶᏍᏗᏍᎩ	[di:da:hli:lò:sdi̋:sgi]  (single noun) /ced/
photographing him or it	ᏕᏥᏯᏟᎶᏍᏗᎭ	[de:jí:yadlì:ló:sdiha] (an.)  (he is) (1st/present continuous) /ced/
photographing him or it	ᏕᎦᏟᎶᏍᏗᎠ	[de:gádlì:ló:sdiha] (in.)  (he is) (1st/present continuous) /ced/
photographing him or it	ᏘᏯᏟᎶᏍᏓ	[ti:yádli:ló:sda] (in.)  (he is) (2nd/immediate) /ced/
photographing him or it	ᏔᏟᎶᏍᏓ	[tahlí:lò:sda] (an.)  (he is) (2nd/immediate) /ced/
photographing him or it	ᏓᏟᎶᏍᏗᎭ	[dà:hli:ló:sdiha]  (he is) (3rd/present continuous) /ced/
photographing him or it	ᏚᏟᎶᏍᏔᏅᎢ	[dù:hli:ló:stanv̌:ʔi]  (he is) (3rd/remote past) /ced/
photographing him or it	ᏓᏟᎶᏍᏗᏍᎪᎢ	[dà:hli:ló:sdi:sgó:ʔi]  (he is) (3rd/habitual) /ced/
photographing him or it	ᏧᏟᎶᏍᏙᏗ	[ju:hli:lò:sdóhdi]  (he is) (3rd/deverbal) /ced/
pick	ᎧᎾᏍᏕᏢᏗ	[kanà:sděhldi]  (single noun) /ced/
pick	ᏗᎧᎾᏍᏕᏢᏗ	[dikanà:sděhldi]  (plural noun) /ced/
picking him or it up	ᏥᏳᏖᎠ	[ji:yù:té:ʔa] (an.)  (he is) (1st/present continuous) /ced/
picking him or it up	ᎫᏖᎠ	[gù:té:ʔa] (in.)  (he is) (1st/present continuous) /ced/
picking him or it up	ᎯᏳᏔᎩ	[hyù:tagi] (in.)  (he is) (2nd/immediate) /ced/
picking him or it up	ᎱᏔᎩ	[hu:tagi] (an.)  (he is) (2nd/immediate) /ced/
picking him or it up	ᎫᏖᎠ	[gu:té:ʔa]  (he is) (3rd/present continuous) /ced/
picking him or it up	ᎤᏭᏖᏒᎢ	[ù:wu:té:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
picking him or it up	ᎫᏖᏍᎪᎢ	[gu:té:sgó:ʔi]  (he is) (3rd/habitual) /ced/
picking him or it up	ᎤᏭᏖᏍᏗ	[uwu:tè:sdi]  (he is) (3rd/deverbal) /ced/
picking it up	ᎠᎩᎠ	[à:gí:ʔa]  (he is) (3rd/present continuous) /ced/
picking it up	ᏥᎩᎠ	[jigí:ʔa]  (he is) (1st/present continuous) /ced/
picking it up	ᎤᎩᏒᎢ	[ù:gí:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
picking it up	ᎠᎩᏍᎪᎢ	[à:gí:sgó:ʔi]  (he is) (3rd/habitual) /ced/
picking it up	ᎯᎩ	[higi]  (he is) (2nd/immediate) /ced/
picking it up	ᎤᎩᏍᏗ	[u:gì:sdi]  (he is) (3rd/deverbal) /ced/
picking out	ᏕᎬᏙᎯᎠ	[de:gv́:tohí:ʔa]  (he is) (peas, nut meats, etc.) (3rd/present continuous) /ced/
picking out	ᏕᎬᏙᎯᎠ	[de:gv̂:tohí:ʔa]  (he is) (peas, nut meats, etc.) (1st/present continuous) /ced/
picking out	ᏚᏮᏙᎯᏒᎢ	[dù:wv:tohí:sv̌:ʔi]  (he is) (peas, nut meats, etc.) (3rd/remote past) /ced/
picking out	ᏕᎬᏙᎯᏍᎪᎢ	[de:gv́:tohí:sgó:ʔi]  (he is) (peas, nut meats, etc.) (3rd/habitual) /ced/
picking out	ᏛᏙᎯ	[tv:tóhi]  (he is) (peas, nut meats, etc.) (2nd/immediate) /ced/
picking out	ᏧᏮᏙᎯᏍᏗ	[juwv:tohì:sdi]  (he is) (peas, nut meats, etc.) (3rd/deverbal) /ced/
picking up a flexible object	ᏥᏁᎠ	[ji:né:ʔa] (an.)  (he is) (1st/present continuous) /ced/
picking up a flexible object	ᏥᏁᎠ	[jiné:ʔa] (in.)  (he is) (1st/present continuous) /ced/
picking up a flexible object	ᎯᎾᎩ	[hi:nagi] (in.)  (he is) (2nd/immediate) /ced/
picking up a flexible object	ᎯᎾᎩ	[hinagi] (an.)  (he is) (2nd/immediate) /ced/
picking up a flexible object	ᎦᏁᎠ	[gané:ʔa]  (he is) (3rd/present continuous) /ced/
picking up a flexible object	ᎤᏁᏒᎢ	[ù:ne:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
picking up a flexible object	ᎦᏁᏍᎪᎢ	[gané:sgó:ʔi]  (he is) (3rd/habitual) /ced/
picking up a flexible object	ᎤᏁᏍᏗ	[u:nè:sdi]  (he is) (3rd/deverbal) /ced/
picking up a long object	ᎠᏱᎭ	[à:yíha]  (he is) (3rd/present continuous) /ced/
picking up a long object	ᏥᏱᎠ	[jiyí:ʔa]  (he is) (1st/present continuous) /ced/
picking up a long object	ᎤᏴᎲᎢ	[ù:yv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
picking up a long object	ᎠᏱᏍᎪᎢ	[à:yǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
picking up a long object	ᎯᏯ	[hiya]  (he is) (2nd/immediate) /ced/
picking up a long object	ᎤᏱᏗ	[uyhdi]  (he is) (3rd/deverbal) /ced/
picking up some liquid	ᎦᏁᎩᎠ	[gane:gí:ʔa]  (he is) (3rd/present continuous) /ced/
picking up some liquid	ᏥᏁᎩᎠ	[jine:gí:ʔa]  (he is) (1st/present continuous) /ced/
picking up some liquid	ᎤᏁᎩᏒᎢ	[ù:ne:gí:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
picking up some liquid	ᎦᏁᎩᏍᎪᎢ	[gane:gí:sgó:ʔi]  (he is) (3rd/habitual) /ced/
picking up some liquid	ᎯᏁᎩ	[hině:gi]  (he is) (2nd/immediate) /ced/
picking up some liquid	ᎤᏁᎩᏍᏗ	[u:ne:gì:sdi]  (he is) (3rd/deverbal) /ced/
picture	ᏗᏓᏟᎶᏍᏔᏅᎢ	[di:da:hli:lò:stanv̋:ʔi]  (single noun) /ced/
pie	ᎨᎵᏍᏘᎩ	[ge:li̋:stgi]  (single noun) /ced/
pie	ᏗᎨᎵᏍᏘᎩ	[dige:li̋:stgi]  (plural noun) /ced/
pig	ᏏᏆ	[sihgwa]  (single noun) /ced/
pigeon	ᏬᏯ	[wo:ya]  (single noun) /ced/
pigeon	ᏬᏱ	[wo:yi]  (single noun) /ced/
piling it up	ᎦᏒᏛᏍᎦ	[gá:sv:tv́sga]  (he is) (3rd/present continuous) /ced/
piling it up	ᏥᏒᏚᎥᏍᎦ	[jí:sv:tv́sga]  (he is) (1st/present continuous) /ced/
piling it up	ᎤᏩᏒᏔᏅᎢ	[ù:wá:sv:tánv́:ʔi]  (he is) (3rd/remote past) /ced/
piling it up	ᎦᏒᏛᏍᎪᎢ	[gá:sv:tv́sgóʔi]  (he is) (3rd/habitual) /ced/
piling it up	ᎯᏒᏛᎦ	[hì:sv:tv̀:ga]  (he is) (2nd/immediate) /ced/
piling it up	ᎤᏩᏒᏘᏗ	[uwà:sv̌:tdi]  (he is) (3rd/deverbal) /ced/
piling it up	ᎦᏡᏍᎦ	[gá:hlusga]  (he is) (3rd/present continuous) /ced/
piling it up	ᏥᏡᏍᎦ	[jí:hlusga]  (he is) (1st/present continuous) /ced/
piling it up	ᎤᏩᏡᏅᎢ	[ù:wá:hlunv̌:ʔi]  (he is) (3rd/remote past) /ced/
piling it up	ᎦᏡᏍᎪᎢ	[gá:hlusgó:ʔi]  (he is) (3rd/habitual) /ced/
piling it up	ᎯᏡᎦ	[hì:hlù:ga]  (he is) (2nd/immediate) /ced/
piling it up	ᎤᏩᏡᏍᏗ	[uwà:hlúsdi]  (he is) (3rd/deverbal) /ced/
pill	ᎠᎩᏍᏗ	[ákisdi]  (single noun) /ced/
pill	ᏗᎩᏍᏗ	[dǐ:kisdi]  (plural noun) /ced/
pillow	ᎠᏈᏍᏙ	[akwsdo]  (single noun) /ced/
pillow	ᏗᏈᏍᏙ	[di:kwsdo]  (plural noun) /ced/
pilot	ᏥᏳ ᏗᏝᏫᏘᏗᏍᎩ	[jǐ:yu di:hlawi:tdi̋:sgi]  (single noun) /ced/
pilot	ᏥᏳ ᏗᎾᏝᏫᏘᏗᏍᎩ	[jǐ:yu di:nahlawi:tdi̋:sgi]  (plural noun) /ced/
pimple	ᏓᎬᎾ	[dagv̌:na]  (single noun) /ced/
pin	ᎠᎧᏁᏍᏗ	[akaně:sdi]  (single noun) /ced/
pin	ᏗᎧᏁᏍᏗ	[di:kaně:sdi]  (plural noun) /ced/
pine	ᏃᏥ	[nohji]  (single noun) /ced/
pipe	ᎤᏒᏙᏂ	[u:sv:dő:ni]  (single noun) /ced/
pipe	ᏧᏒᏙᏂ	[ju:sv:dő:ni]  (plural noun) /ced/
pipe	ᎦᏅᏃᏩ	[ganv:no:wa]  (single noun) /ced/
pitcher	ᎤᏕᎩ	[u:de̋:gi]  (ball) (single noun) /ced/
pitcher	ᎤᎾᏕᎩ	[u:nade̋:gi]  (ball) (plural noun) /ced/
pitching	ᎤᏕᎦ	[ù:dé:ga]  (he is) (ball) (3rd/present continuous) /ced/
pitching	ᎠᏆᏕᎦ	[à:gwadé:ga]  (he is) (ball) (1st/present continuous) /ced/
pitching	ᎤᏗᏅᏒᎢ	[ù:dǐ:nv̂:sv̌:ʔi]  (he is) (ball) (3rd/remote past) /ced/
pitching	ᎤᏕᎪᎢ	[ù:dé:gó:ʔi]  (he is) (ball) (3rd/habitual) /ced/
pitching	ᏣᏚᎦ	[jadù:ga]  (he is) (ball) (2nd/immediate) /ced/
pitching	ᎤᏗᏅᏗ	[u:dǐ:nv̂:di]  (he is) (ball) (3rd/deverbal) /ced/
pitying him	ᎦᏙᎵᎦ	[ga:dǒ:lî:ga]  (he is) (3rd/present continuous) /ced/
pitying him	ᏥᏯᏙᎵᎦ	[ji:ya:dǒ:lî:ga]  (he is) (1st/present continuous) /ced/
pitying him	ᎤᏩᏙᎵᏨᎢ	[ù:wa:dǒ:lî:jv̌:ʔi]  (he is) (3rd/remote past) /ced/
pitying him	ᎦᏙᎵᎪᎢ	[ga:dǒ:lî:gó:ʔi]  (he is) (3rd/habitual) /ced/
pitying him	ᎯᏯᏙᎵᎩ	[hi:ya:do:lì:gi]  (he is) (2nd/immediate) /ced/
pitying him	ᎤᏩᏙᎵᏍᏗ	[uwa:do:lísdi]  (he is) (3rd/deverbal) /ced/
placing a long object in an upright position	ᎠᎴᏗᎭ	[à:lehdíha]  (he is) (3rd/present continuous) /ced/
placing a long object in an upright position	ᎦᎴᏗᎭ	[galè:díha]  (he is) (1st/present continuous) /ced/
placing a long object in an upright position	ᎤᎴᏔᏅᎢ	[ù:lehtánv́:ʔi]  (he is) (3rd/remote past) /ced/
placing a long object in an upright position	ᎠᎴᏗᏍᎪᎢ	[à:lehdǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
placing a long object in an upright position	ᎭᎴᏓ	[halehda]  (he is) (2nd/immediate) /ced/
placing a long object in an upright position	ᎤᎴᏙᏗ	[u:lehdóhdi]  (he is) (3rd/deverbal) /ced/
placing his hand on him or it	ᏥᏯᏏᏔᏗᎠ	[ji:yà:sihtadíʔa] (an.)  (he is) (1st/present continuous) /ced/
placing his hand on him or it	ᎦᏏᏔᏗᎠ	[gà:sihtadí:ʔa] (in.)  (he is) (1st/present continuous) /ced/
placing his hand on him or it	ᎯᏯᏏᏔᏓ	[hi:yà:sihtada] (in.)  (he is) (2nd/immediate) /ced/
placing his hand on him or it	ᎭᏏᏔᏓ	[ha:sihtada] (an.)  (he is) (2nd/immediate) /ced/
placing his hand on him or it	ᎠᏏᏔᏗᎠ	[à:sihtadíʔa]  (he is) (3rd/present continuous) /ced/
placing his hand on him or it	ᎤᏏᏔᏛᎢ	[ù:sihtadv̌:ʔi]  (he is) (3rd/remote past) /ced/
placing his hand on him or it	ᎠᏏᏔᏗᏍᎪᎢ	[à:sihtadî:sgó:ʔi]  (he is) (3rd/habitual) /ced/
placing his hand on him or it	ᎤᏏᏔᏗᏍᏗ	[u:sihtadì:sdi]  (he is) (3rd/deverbal) /ced/
placing it on something	ᎠᏝᎲᏍᎦ	[à:hlahv́sga]  (he is) (3rd/present continuous) /ced/
placing it on something	ᏥᏝᎲᏍᎦ	[jì:hlahv́sga]  (he is) (1st/present continuous) /ced/
placing it on something	ᎤᏝᏅᎢ	[ù:hlahv̌:ʔsga]  (he is) (3rd/remote past) /ced/
placing it on something	ᎠᏝᎲᏍᎪᎢ	[à:hlahv́sgóʔi]  (he is) (3rd/habitual) /ced/
placing it on something	ᎯᏝᎲᎦ	[hihlahv̀:ga]  (he is) (2nd/immediate) /ced/
placing it on something	ᎤᏠᏗ	[u:hlohdi]  (he is) (3rd/deverbal) /ced/
plaid	ᎤᎾᎶᎢᏓ	[u:na:ló:ʔida] (adj/adv) /ced/
plaid	ᏧᎾᎶᎢᏓ	[ju:na:ló:ʔida]  (plural adj/adv) /ced/
planting it	ᎠᏫᏍᎦ	[à:hwisga]  (he is) (3rd/present continuous) /ced/
planting it	ᏥᏫᏍᎦ	[jì:wisga]  (he is) (1st/present continuous) /ced/
planting it	ᎤᏫᏒᎢ	[ù:hwisv̌:ʔi]  (he is) (3rd/remote past) /ced/
planting it	ᎠᏫᏍᎪᎢ	[à:hwisgó:ʔi]  (he is) (3rd/habitual) /ced/
planting it	ᎯᏫ	[hihwi]  (he is) (2nd/immediate) /ced/
planting it	ᎤᏫᏍᏗ	[u:hwisdi]  (he is) (3rd/deverbal) /ced/
plate	ᎠᏖᎵᏙ	[ate:lǐ:do]  (single noun) /ced/
plate	ᏗᏖᎵᏙ	[di:te:lǐ:do]  (plural noun) /ced/
playing	ᏓᏁᎶᎲᏍᎦ	[dá:ne:lǒ:hv́sga]  (he is) (3rd/present continuous) /ced/
playing	ᏕᎦᏁᎶᎲᏍᎦ	[de:gâ:ne:lǒ:hv́sga]  (he is) (1st/present continuous) /ced/
playing	ᏚᏁᎶᏅᎢ	[dú:ne:lǒ:hnv́:ʔi]  (he is) (3rd/remote past) /ced/
playing	ᏓᏁᎶᎲᏍᎪᎢ	[dá:ne:lǒ:hv́sgó:ʔi]  (he is) (3rd/habitual) /ced/
playing	ᏔᏁᎶᎲᎦ	[tá:ne:lǒ:hv̂:ga]  (he is) (2nd/immediate) /ced/
playing	ᏧᏁᎶᏗ	[jù:něhldi]  (he is) (3rd/deverbal) /ced/
playing ball	ᎠᎳᏍᎦᎵᎭ	[à:lâ:sgalíha]  (he is) (3rd/present continuous) /ced/
playing ball	ᎦᎳᏍᎦᎵᎭ	[galâ:sgalíha]  (he is) (1st/present continuous) /ced/
playing ball	ᎤᎳᏍᎦᎸᎲᎢ	[ù:lâ:sgalv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
playing ball	ᎠᎳᏍᎦᎵᏍᎪᎢ	[à:lâ:sgalǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
playing ball	ᎭᎳᏍᎦᎳ	[halà:sgala]  (he is) (2nd/immediate) /ced/
playing ball	ᎤᎳᏍᎦᏟᏗ	[u:là:sgáhldi]  (he is) (3rd/deverbal) /ced/
playing cards	ᏗᏆᎾᏲᏍᏗ	[di:kwanayǒ:sdi]  (single noun) /ced/
playing catcher	ᏥᏂᏱᎭ	[jí:ni:yíha] (an.)  (he is) (1st/present continuous) /ced/
playing catcher	ᏥᏂᏱᎭ	[jíʔni:yíha] (in.)  (he is) (1st/present continuous) /ced/
playing catcher	ᎯᏂᏯ	[hi:nǐ:ya] (in.)  (he is) (2nd/immediate) /ced/
playing catcher	ᎯᏂᏯ	[hiʔnǐ:ya] (an.)  (he is) (2nd/immediate) /ced/
playing catcher	ᎦᏂᏱᎭ	[gáʔni:yíha]  (he is) (3rd/present continuous) /ced/
playing catcher	ᎤᏂᏴᎲᎢ	[ù:ní:yv:hv̌:ʔi]  (he is) (3rd/remote past) /ced/
playing catcher	ᎦᏂᏱᏍᎪᎢ	[gáʔni:yǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
playing catcher	ᎤᏂᏱᏗ	[u:nǐyhdi]  (he is) (3rd/deverbal) /ced/
playing with him or it	ᏕᏥᏯᏁᎶᏗᎭ	[de:jí:yá:nehldíha] (an.)  (he is) (1st/present continuous) /ced/
playing with him or it	ᏕᎦᏁᎶᏗᎭ	[de:gâ:nehldíha] (in.)  (he is) (1st/present continuous) /ced/
playing with him or it	ᏘᏯᏁᎶᏓ	[ti:yâ:nehlda] (in.)  (he is) (2nd/immediate) /ced/
playing with him or it	ᏔᏁᎶᏓ	[tá:nehlda] (an.)  (he is) (2nd/immediate) /ced/
playing with him or it	ᏓᏁᎶᏗᎭ	[dá:nehldíha]  (he is) (3rd/present continuous) /ced/
playing with him or it	ᏚᏁᎶᏔᏅᎢ	[dú:nehltánv́:ʔi]  (he is) (3rd/remote past) /ced/
playing with him or it	ᏓᏁᎶᏗᏍᎪᎢ	[dá:nehldǐ:sgóʔi]  (he is) (3rd/habitual) /ced/
playing with him or it	ᏧᏁᎶᏙᏗ	[jù:něhldohdi]  (he is) (3rd/deverbal) /ced/
pleading	ᎦᏂᎳᏗᎠ	[ganǐ:ládiʔa]  (he is) (3rd/present continuous) /ced/
pleading	ᏥᏂᎳᏗᎠ	[jinǐ:ládiʔa]  (he is) (1st/present continuous) /ced/
pleading	ᎤᏂᎳᏛᎢ	[ù:nǐ:ládv̌:ʔi]  (he is) (3rd/remote past) /ced/
pleading	ᎦᏂᎳᏗᏍᎪᎢ	[ganǐ:ládì:sgó:ʔi]  (he is) (3rd/habitual) /ced/
pleading	ᎯᏂᎳᏓ	[hini:lada]  (he is) (2nd/immediate) /ced/
pleading	ᎤᏂᎳᏗᏍᏗ	[u:nǐ:ládì:sdi]  (he is) (3rd/deverbal) /ced/
pleasant	ᎤᏓᏅᏘ	[u:da̋nhti] (adj/adv) /ced/
pleasant	ᎤᎾᏓᏅᏘ	[u:nada̋nhti]  (plural adj/adv) /ced/
plow	ᎦᏓᎷᎪᏗ	[ga:dalú:gò:di]  (single noun) /ced/
plow	ᏗᎦᏓᎷᎪᏗ	[diga:dalú:gò:di]  (plural noun) /ced/
plowing it	ᎦᏓᎷᎩᎠ	[ga:dalǔ:gíʔa]  (he is) (3rd/present continuous) /ced/
plowing it	ᏥᏓᎷᎩᎠ	[ji:dalǔ:gíʔa]  (he is) (1st/present continuous) /ced/
plowing it	ᎤᏩᏓᎷᎦᏅᎢ	[ù:wa:dalǔ:gâ:nv̌:ʔi]  (he is) (3rd/remote past) /ced/
plowing it	ᎦᏓᎷᎩᏍᎪᎢ	[ga:dalǔ:gî:sgó:ʔi]  (he is) (3rd/habitual) /ced/
plowing it	ᎯᏓᎷᎬᎦ	[hi:dalu:gv̀:ga]  (he is) (2nd/immediate) /ced/
plowing it	ᎤᏩᏓᎷᎪᏗ	[uwa:dalǔ:gô:di]  (he is) (3rd/deverbal) /ced/
plugging it in	ᏥᏳᏓᎸᏍᎦ	[ji:yu:dalv̂:sga] (an.)  (he is) (1st/present continuous) /ced/
plugging it in	ᎫᏓᎸᏍᎦ	[gu:da:lv̂:sga] (in.)  (he is) (1st/present continuous) /ced/
plugging it in	ᎯᏳᏓᎸᎥᎦ	[hi:yu:dalvʔv̀:ga] (in.)  (he is) (2nd/immediate) /ced/
plugging it in	ᎱᏓᎸᎥᎦ	[hu:dalvʔv̀:ga] (an.)  (he is) (2nd/immediate) /ced/
plugging it in	ᎫᏓᎸᏍᎦ	[gu:dalv̂:sga]  (he is) (3rd/present continuous) /ced/
plugging it in	ᎤᏭᏓᎸᏅᎢ	[ù:wu:dalv̂:nv̌:ʔi]  (he is) (3rd/remote past) /ced/
plugging it in	ᎫᏓᎸᏍᎪᎢ	[gu:dalv̂:sgó:ʔi]  (he is) (3rd/habitual) /ced/
plugging it in	ᎤᏭᏓᎸᏗ	[uwu:dalv̀:di]  (he is) (3rd/deverbal) /ced/
plum	ᏆᏄᎾᏍᏗᎢ	[kwanúnsdiʔi]  (single noun) /ced/
pneumonia	ᎪᎴᎯ	[gǒ:lě:hi]  (single noun) /ced/
pocket	ᎠᏜᏩᏛᎢ	[a:dlǎ:wáʔdv̋:ʔi]  (single noun) /ced/
pocket	ᏓᏜᏩᏛᎢ	[dà:dlǎ:wáʔdv̋:ʔi]  (plural noun) /ced/
poinson ivy	ᎤᎸᏓ	[u:lv̌:da]  (single noun) /ced/
poison liquid medicine	ᏅᏬᏘ ᎠᏓᎯᎯ	[nv:wô:ti adá:hihi]  (not to be swallowed) (single noun) /ced/
poke	ᏜᎢᏓ	[dlà:ʔida]  (greens) (single noun) /ced/
policeman	ᏗᏓᏂᏱᏍᎩ	[di:da:nǐ:yi̋:sgi]  (single noun) /ced/
policeman	ᏗᎾᏓᏂᏱᏍᎩ	[di:nada:nǐ:yi̋:sgi]  (plural noun) /ced/
pond	ᎥᏓᎵ	[v:dali]  (single noun) /ced/
pondering it	ᎠᏓᏅᏖᎯᎶᎠ	[à:danhtě:hí:loʔa]  (he is) (3rd/present continuous) /ced/
pondering it	ᎦᏓᏅᏖᎯᎶᎠ	[gada:nv̀:tě:hí:loʔa]  (he is) (1st/present continuous) /ced/
pondering it	ᎤᏓᏅᏖᎯᎶᎥᎢ	[ù:danhtě:hí:loʔv̌:ʔi]  (he is) (3rd/remote past) /ced/
pondering it	ᎠᏓᏅᏖᎯᎶᏍᎪᎢ	[à:danhtě:hi:lò:sgó:ʔi]  (he is) (3rd/habitual) /ced/
pondering it	ᎭᏓᏅᏖᎯᎶᏣ	[hadanhte:hi:lǒ:ja]  (he is) (2nd/immediate) /ced/
pondering it	ᎤᏓᏅᏖᎯᎶᏍᏗ	[u:danhte:hi:lò:sdi]  (he is) (3rd/deverbal) /ced/
popcorn	ᏎᎷ ᎠᎾᏔᏍᎩᏍᎩ	[sě:lu a:nhtasgì:sgi]  (single noun) /ced/
possessive of her or it	ᏥᎨᏳᎠ	[ji:ge:yú:ʔa] (an.)  (he is) (1st/present continuous) /ced/
possessive of her or it	ᎠᎩᎨᏳᎭ	[à:gige:yúha] (in.)  (he is) (1st/present continuous) /ced/
possessive of her or it	ᎯᎨᏳᏎᏍᏗ	[hi:ge:yú:sé:sdi] (in.)  (he is) (2nd/future progressive) /ced/
possessive of her or it	ᏣᎨᏳᏎᏍᏗ	[jage:yú:sé:sdi] (an.)  (he is) (2nd/future progressive) /ced/
possessive of her or it	ᎤᎨᏳᎭ	[ù:ge:yúha]  (he is) (3rd/present continuous) /ced/
possessive of her or it	ᎤᎨᏳᏒᎢ	[ù:ge:yú:sv̌:ʔi]  (he is) (3rd/remote past) /ced/
possessive of her or it	ᎤᎨᏳᏐᎢ	[ù:ge:yú:só:ʔi]  (he is) (3rd/habitual) /ced/
possessive of her or it	ᎤᎨᏳᏗ	[u:geyhdi]  (he is) (3rd/deverbal) /ced/
possessive stingy person	ᎤᎨᏳᎿᎢ	[u:ge:yǔ:hnaʔi]  (single noun) /ced/
possessive stingy person	ᎤᏂᎨᏳᎿᎢ	[u:ni:ge:yǔ:hnaʔi]  (plural noun) /ced/
possible	ᎡᎵᏊ	[e:li̋:gwu] (adj/adv)  (it is) /ced/
possum	ᎤᏤᏥᏍᏗ	[u:je̋:tsdi]  (single noun) /ced/
possum	ᎤᎾᏂᏣᏥᏗ	[u:naje̋:tsdi]  (plural noun) /ced/
possum grape	ᎤᎿᏑᎦ	[u:hnà:sǔ:ga]  (single noun) /ced/
possum grape	ᎤᏂᎿᏑᎦ	[u:ni:hnà:sǔ:ga]  (plural noun) /ced/
post	ᎨᏛᏍᏗ	[gé:tvsdi]  (single noun) /ced/
post	ᏗᎨᏛᏍᏗ	[digé:tvsdi]  (plural noun) /ced/
potato	ᏄᎾ	[nǔ:na]  (single noun) /ced/
pouring into a container	ᎠᏟᎦ	[à:dlî:ga]  (it is) (liquid) (3rd/present continuous) /ced/
pouring into a container	ᎤᏟᏨᎢ	[ù:dlî:jv̌:ʔi]  (it is) (liquid) (3rd/remote past) /ced/
pouring into a container	ᎠᏟᎪᎢ	[à:dlî:gó:ʔi]  (it is) (liquid) (3rd/habitual) /ced/
pouring into a container	ᎤᏟᎢᏍᏗ	[u:dlìysdi]  (it is) (liquid) (3rd/deverbal) /ced/
pouring it on the ground	ᎠᏤᏫᎠ	[à:jě:wíʔa]  (he is) (liquid or non-liquid) (3rd/present continuous) /ced/
pouring it on the ground	ᎦᏤᏫᎠ	[gajě:wíʔa]  (he is) (liquid or non-liquid) (1st/present continuous) /ced/
pouring it on the ground	ᎤᏤᏮᎢ	[ù:jé:wv̌:ʔi]  (he is) (liquid or non-liquid) (3rd/remote past) /ced/
pouring it on the ground	ᎠᏤᏫᏍᎪᎢ	[à:jě:wî:sgó:ʔi]  (he is) (liquid or non-liquid) (3rd/habitual) /ced/
pouring it on the ground	ᎭᏤᏩ	[hajě:wa]  (he is) (liquid or non-liquid) (2nd/immediate) /ced/
pouring it on the ground	ᎤᏤᏩᏍᏗ	[u:jě:wâ:sdi]  (he is) (liquid or non-liquid) (3rd/deverbal) /ced/
pouring liquid from a container	ᎠᏟᎠ	[à:dlíʔa]  (he is) (3rd/present continuous) /ced/
pouring liquid from a container	ᏥᏟᎠ	[jidlíʔa]  (he is) (1st/present continuous) /ced/
pouring liquid from a container	ᎤᏢᎢ	[ù:dlv̌:ʔi]  (he is) (3rd/remote past) /ced/
pouring liquid from a container	ᎠᏟᏍᎪᎢ	[à:dlî:sgó:ʔi]  (he is) (3rd/habitual) /ced/
pouring liquid from a container	ᎯᏟᎦ	[hidlì:ga]  (he is) (2nd/immediate) /ced/
pouring liquid from a container	ᎤᏟᏍᏗ	[u:dlì:sdi]  (he is) (3rd/deverbal) /ced/
